target.ID	ESC_REDE	ESC_noclass	TSC_REDE	TSC_noclass	ESC_NEDE	TSC_NEDE	ESC_NonEnh	TSC_NonEnh
chr1-44233005-44235594	0	1	0	0	0	0	0	0
chr1-44331885-44337327	1	0	0	0	0	0	0	0
chr1-4518238-4520236	0	0	0	1	0	0	0	1
chr1-45546461-45555866	0	1	0	0	0	0	1	0
chr1-45592943-45598077	0	0	0	1	0	0	0	1
chr1-4606387-4613014	0	1	0	0	0	0	0	0
chr1-4656627-4665290	0	1	0	0	0	0	0	0
chr1-46920721-46921887	0	0	0	0	1	0	0	0
chr1-46930442-46931365	0	1	0	0	0	0	0	0
chr1-4802092-4817456	2	0	0	0	0	0	0	0
chr1-50799696-50801929	0	1	0	0	0	0	1	0
chr1-51524944-51530465	0	0	0	0	0	1	0	0
chr1-51742024-51743132	0	0	0	0	1	0	0	0
chr1-51753188-51769627	0	0	0	0	1	0	0	0
chr1-51848512-51855704	0	0	0	0	0	1	0	0
chr1-51959327-51962419	0	1	0	0	0	0	0	0
chr1-52523737-52534754	1	0	0	0	0	0	0	0
chr1-52803706-52804831	0	0	1	0	0	0	0	0
chr1-52810163-52810979	0	0	1	0	0	0	0	0
chr1-53573467-53576716	0	1	0	0	0	0	0	0
chr1-53576717-53577181	0	1	0	0	0	0	0	0
chr1-53820841-53826595	0	0	0	0	1	0	0	0
chr1-53866510-53873445	0	0	0	0	1	0	0	0
chr1-54600383-54604237	0	0	1	0	0	0	0	0
chr1-55100140-55104661	0	1	0	0	0	0	0	0
chr1-55233582-55236226	0	1	0	0	0	0	0	0
chr1-55275097-55280949	0	1	0	0	0	0	0	0
chr1-55351313-55352535	0	1	0	0	0	0	0	0
chr1-56949041-56962570	0	0	0	0	1	0	0	0
chr1-57343520-57348407	0	0	0	0	1	0	0	0
chr1-57469706-57477433	0	0	1	0	0	0	0	0
chr1-57610959-57613273	0	0	0	0	1	0	0	0
chr1-58225171-58230748	0	1	0	0	0	0	0	0
chr1-58511210-58520468	0	2	0	0	0	0	0	0
chr1-58885206-58888910	0	1	0	0	0	0	0	0
chr1-59311082-59320895	0	0	0	0	1	0	0	0
chr1-59376946-59391575	0	0	0	0	1	0	0	0
chr1-59436719-59449894	0	0	0	0	1	0	0	0
chr1-59575212-59582013	0	0	0	0	0	1	0	0
chr1-59696418-59701077	0	1	0	0	0	0	0	0
chr1-59716315-59723091	0	0	0	1	0	0	0	1
chr1-60431325-60433073	1	0	0	0	0	0	0	0
chr1-60815314-60819883	0	1	0	0	0	0	0	0
chr1-60838170-60841092	0	0	0	0	1	0	0	0
chr1-62181007-62186539	0	0	0	0	1	0	0	0
chr1-6268975-6277324	0	1	0	0	0	0	0	0
chr1-62715826-62719450	0	0	0	0	0	1	0	0
chr1-63225686-63231720	0	0	0	0	1	0	0	0
chr1-64246565-64254151	0	0	0	1	0	0	0	0
chr1-6448117-6452908	0	0	0	0	1	0	0	0
chr1-64876788-64890703	0	0	0	0	1	0	0	0
chr1-65132079-65146228	0	0	0	1	0	0	0	1
chr1-65769034-65773800	0	1	0	0	0	0	0	0
chr1-65799936-65805949	1	0	0	0	0	0	0	0
chr1-65846549-65853379	0	1	0	0	0	0	0	0
chr1-66446624-66449731	0	1	0	0	0	0	0	0
chr1-66461868-66463873	0	0	1	0	0	0	0	0
chr1-66960404-66962704	0	0	0	0	1	0	0	0
chr1-67760073-67768813	0	1	0	0	0	0	0	0
chr1-70317936-70322917	0	1	0	0	0	0	0	0
chr1-70611045-70620076	0	0	0	1	0	0	0	0
chr1-71031135-71044340	0	0	0	0	1	0	0	0
chr1-71468905-71472235	0	0	0	1	0	0	0	1
chr1-72490273-72493741	0	0	0	0	1	0	0	0
chr1-72617404-72620683	0	0	0	2	0	0	0	0
chr1-72668197-72675086	0	0	0	0	1	0	0	0
chr1-7312868-7315087	0	0	0	0	1	0	0	0
chr1-73617951-73621274	0	1	0	0	0	0	0	0
chr1-74254490-74257246	0	0	0	0	1	0	0	0
chr1-74985503-74989723	0	1	0	0	0	0	0	0
chr1-75026655-75030258	0	0	0	0	1	0	0	0
chr1-75506047-75509072	0	1	0	0	0	0	0	0
chr1-78197159-78211437	0	1	0	0	0	0	1	0
chr1-79451585-79456176	0	0	0	0	1	0	0	0
chr1-80184101-80186539	0	0	0	1	0	0	0	0
chr1-80315325-80316141	0	0	0	0	1	0	0	0
chr1-84201081-84212239	0	1	0	0	0	0	0	0
chr1-84634629-84637292	0	0	0	0	1	0	0	0
chr1-84639667-84642175	0	0	0	0	1	0	0	0
chr1-84731136-84735477	0	0	0	0	1	0	0	0
chr1-84874525-84886241	0	0	0	0	1	0	0	0
chr1-84888729-84892106	0	0	0	0	1	0	0	0
chr1-8581580-8586338	1	0	0	0	0	0	0	0
chr1-85837605-85838743	0	0	0	0	0	1	0	0
chr1-85869555-85873449	0	1	0	0	0	0	0	0
chr1-86027167-86033130	0	0	0	0	1	0	0	0
chr1-86178114-86194842	0	0	0	0	0	1	0	0
chr1-86324671-86334807	0	0	1	0	0	0	0	0
chr1-86488486-86493975	0	0	0	0	1	0	0	0
chr1-86493976-86498185	0	0	0	0	1	0	0	0
chr1-86508754-86513905	0	0	0	0	1	0	0	0
chr1-87229623-87236347	0	0	0	0	1	0	0	0
chr1-88188788-88198203	0	1	0	0	0	0	1	0
chr1-88265935-88274374	0	1	0	0	0	0	0	0
chr1-88464327-88472606	0	0	0	0	1	0	0	0
chr1-89037957-89041435	0	0	0	0	0	1	0	0
chr1-89078059-89080408	0	0	0	0	1	0	0	0
chr1-89464532-89466674	0	0	0	0	1	0	0	0
chr1-89858062-89871300	0	0	0	0	1	0	0	0
chr1-89875899-89880259	0	0	0	0	1	0	0	0
chr1-90885451-90887799	0	1	0	0	0	0	1	0
chr1-90889982-90899455	1	0	0	0	0	0	0	0
chr1-91042893-91045201	0	0	0	0	1	0	0	0
chr1-91534113-91538881	0	1	0	0	0	0	0	0
chr1-92113777-92117190	0	0	0	0	1	0	0	0
chr1-92558304-92561822	0	0	0	1	0	0	0	0
chr1-92591564-92593469	0	0	0	1	0	0	0	0
chr1-94634328-94640829	0	0	1	0	0	0	0	0
chr1-9514424-9523480	0	0	1	0	0	0	0	0
chr1-95272827-95275145	0	1	0	0	0	0	0	0
chr1-96180159-96186991	0	1	0	0	0	0	0	0
chr1-96593417-96596429	0	1	0	0	0	0	0	0
chr1-96624091-96627691	0	0	1	0	0	0	0	0
chr1-9763083-9772591	0	0	0	1	0	0	0	0
chr1-9952958-9957954	0	0	0	0	1	0	0	0
chr10-100149251-100160717	0	1	0	0	0	0	0	0
chr10-100160718-100172035	0	0	0	0	1	0	0	0
chr10-101922647-101934921	0	0	0	1	0	0	0	0
chr10-103344770-103346705	0	1	0	0	0	0	0	0
chr10-103346706-103359381	0	0	0	1	0	0	0	1
chr10-104511792-104514432	0	1	0	0	0	0	0	0
chr10-10505351-10514564	0	1	0	0	0	0	0	0
chr10-106414259-106420358	0	1	0	0	0	0	0	0
chr10-10725469-10732484	0	0	0	1	0	0	0	0
chr10-108287946-108295762	0	0	0	0	1	0	0	0
chr10-110854887-110857896	2	0	0	0	0	0	0	0
chr10-111014977-111020288	0	1	0	0	0	0	1	0
chr10-111113614-111117463	0	0	0	0	1	0	0	0
chr10-111371622-111374370	0	0	0	0	0	1	0	0
chr10-111854442-111855364	0	0	0	0	1	0	0	0
chr10-111897726-111907288	0	1	0	0	0	0	0	0
chr10-112395821-112400897	0	0	0	0	1	0	0	0
chr10-11261603-11270609	1	1	0	0	0	0	1	0
chr10-11315290-11322645	0	0	0	1	0	0	0	1
chr10-11340172-11342190	0	1	0	0	0	0	0	0
chr10-115199413-115205212	0	0	0	0	1	0	0	0
chr10-115342283-115349423	0	0	0	0	1	0	0	0
chr10-115351722-115360722	0	0	0	0	1	0	0	0
chr10-116382131-116383239	0	0	0	0	1	0	0	0
chr10-11667770-11675022	0	1	0	0	0	0	0	0
chr10-117258260-117261673	0	1	0	0	0	0	1	0
chr10-117806028-117808039	0	0	0	0	1	0	0	0
chr10-11787146-11788085	0	1	0	0	0	0	0	0
chr10-11800118-11805160	1	1	0	0	0	0	0	0
chr10-119248451-119256712	0	0	0	1	0	0	0	0
chr10-120398414-120408315	0	0	0	0	1	0	0	0
chr10-120517893-120525555	0	0	0	0	1	0	0	0
chr10-120651948-120667117	0	0	0	0	1	0	0	0
chr10-121089166-121095911	0	0	0	0	2	0	0	0
chr10-121288187-121290776	0	1	0	0	0	0	0	0
chr10-121721412-121722789	0	0	0	1	0	0	0	1
chr10-121733917-121736447	0	0	1	0	0	0	0	0
chr10-122008968-122014985	0	0	1	0	0	0	0	0
chr10-123657631-123669461	0	1	0	0	0	0	0	0
chr10-126930154-126943578	0	1	0	0	0	0	0	0
chr10-127145845-127153190	0	1	0	0	0	0	0	0
chr10-127271424-127276486	0	0	0	0	1	0	0	0
chr10-127821352-127828967	0	1	0	0	0	0	1	0
chr10-127829077-127829588	0	1	0	0	0	0	1	0
chr10-127890546-127893752	1	0	0	0	0	0	0	0
chr10-129029881-129033897	0	1	0	0	0	0	0	0
chr10-129221757-129229993	0	1	0	0	0	0	0	0
chr10-129374221-129376124	0	1	0	0	0	0	1	0
chr10-129389638-129403878	0	1	0	0	0	0	0	0
chr10-129818292-129834519	0	1	0	0	0	0	0	0
chr10-130004311-130013232	0	1	0	0	0	0	0	0
chr10-130035193-130040821	0	1	0	0	0	0	0	0
chr10-130174457-130175267	0	0	0	1	0	0	0	0
chr10-130228837-130236656	0	2	0	0	0	0	0	0
chr10-130371438-130374684	0	1	0	0	0	0	0	0
chr10-13039334-13042089	0	1	0	0	0	0	0	0
chr10-13107097-13108159	0	0	0	0	1	0	0	0
chr10-14581903-14588755	1	2	0	0	0	0	0	0
chr10-14954098-14969548	1	0	0	0	0	0	0	0
chr10-14970372-14971558	0	1	0	0	0	0	0	0
chr10-17173878-17177630	0	0	0	0	1	0	0	0
chr10-17574776-17581433	0	0	0	0	2	0	0	0
chr10-17814159-17821194	1	0	0	0	0	0	0	0
chr10-18203813-18208160	0	1	0	0	0	0	0	0
chr10-18331006-18342341	1	0	0	0	0	0	0	0
chr10-18420309-18424607	0	0	0	0	1	0	0	0
chr10-18443527-18448546	0	0	0	0	1	0	0	0
chr10-18572633-18577960	0	1	0	0	0	0	0	0
chr10-18748368-18751836	0	1	0	0	0	0	0	0
chr10-18787072-18791465	0	1	0	0	0	0	0	0
chr10-18906910-18918889	0	0	1	0	0	0	0	0
chr10-18999941-19002311	0	0	1	0	0	0	0	0
chr10-19043517-19053206	0	0	0	0	0	1	0	0
chr10-19191942-19194586	0	0	0	0	1	0	0	0
chr10-20154072-20158045	0	0	0	0	1	0	0	0
chr10-20168921-20181702	0	0	0	0	1	0	0	0
chr10-21042542-21045367	0	0	0	0	1	0	0	0
chr10-21056335-21059231	0	0	0	0	1	0	0	0
chr10-21112178-21114985	0	1	0	0	0	0	0	0
chr10-21129607-21132471	0	0	0	0	1	0	0	0
chr10-21801565-21803305	0	0	0	0	0	1	0	0
chr10-21841878-21848993	0	0	0	0	1	0	0	0
chr10-21939353-21945490	0	0	0	0	0	1	0	0
chr10-24353263-24355538	0	0	0	1	0	0	0	1
chr10-25218033-25224408	0	0	0	0	1	0	0	0
chr10-25367004-25376443	0	0	0	0	1	0	0	0
chr10-25423622-25430687	0	0	0	0	1	0	0	0
chr10-25978296-25985183	0	1	0	0	0	0	0	0
chr10-26350143-26355137	0	1	0	0	0	0	0	0
chr10-26467582-26470624	0	1	0	0	0	0	0	0
chr10-27699032-27709823	0	1	0	0	0	0	0	0
chr10-28722866-28725644	0	1	0	0	0	0	0	0
chr10-29117125-29120437	0	0	0	1	0	0	0	0
chr10-29235532-29240536	0	0	0	1	0	0	0	0
chr10-29430872-29434464	0	1	0	0	0	0	0	0
chr10-30519639-30521095	0	3	0	0	0	0	0	0
chr10-30725127-30728438	0	1	0	0	0	0	0	0
chr10-30772451-30774040	0	0	0	0	1	0	0	0
chr10-31454963-31461911	1	0	0	0	0	0	0	0
chr10-33760026-33764993	0	1	0	0	0	0	0	0
chr10-33796446-33798155	0	1	0	0	0	0	0	0
chr10-33960579-33963191	0	0	0	0	1	0	0	0
chr10-33976730-33978600	0	1	0	0	0	0	1	0
chr10-34227471-34238951	0	1	0	0	0	0	0	0
chr10-34420301-34428851	0	1	0	0	0	0	1	0
chr10-34497887-34510425	0	0	0	0	0	1	0	0
chr10-3492403-3497010	0	1	0	0	0	0	0	0
chr10-35153984-35158615	0	1	0	0	0	0	0	0
chr10-3516323-3522678	0	1	0	0	0	0	0	0
chr10-36543163-36548831	1	0	0	0	0	0	0	0
chr10-3720411-3725711	0	1	0	0	0	0	0	0
chr10-37226644-37240783	0	0	0	0	1	0	0	0
chr10-3725712-3733919	0	0	0	0	1	0	0	0
chr10-37376850-37378537	0	0	0	0	1	0	0	0
chr10-37834806-37847869	0	0	0	0	1	0	0	0
chr10-38037264-38038878	0	1	0	0	0	0	0	0
chr10-38155775-38159554	0	1	0	0	0	0	1	0
chr10-38189113-38193728	0	1	0	0	0	0	0	0
chr10-38781020-38787107	0	1	0	0	0	0	0	0
chr10-38849167-38850999	1	0	0	0	0	0	0	0
chr10-38959557-38964413	0	1	0	0	0	0	1	0
chr10-39201433-39211985	0	0	0	0	1	0	0	0
chr10-3920562-3925347	0	1	0	0	0	0	0	0
chr10-39533503-39546442	0	0	0	0	1	0	0	0
chr10-39594692-39595648	0	1	0	0	0	0	0	0
chr10-39606737-39608252	0	0	0	2	0	0	0	2
chr10-39608253-39609900	0	0	0	1	0	0	0	1
chr10-39674482-39680248	0	0	0	0	1	0	0	0
chr10-39966831-39978990	0	3	0	0	0	0	0	0
chr10-40322975-40328072	0	1	0	0	0	0	1	0
chr10-40521978-40528483	0	0	0	0	0	1	0	0
chr10-40539331-40546309	0	2	0	0	0	0	2	0
chr10-4071667-4081168	0	0	0	1	0	0	0	1
chr10-41325435-41327385	0	2	0	0	0	0	2	0
chr10-41413922-41420393	0	1	0	0	0	0	0	0
chr10-41430779-41446021	0	2	0	0	0	0	1	0
chr10-41997291-41999395	0	0	0	0	1	0	0	0
chr10-42246345-42251288	0	0	0	0	1	0	0	0
chr10-4288059-4291998	0	1	0	0	0	0	0	0
chr10-42968401-42969963	0	0	0	0	1	0	0	0
chr10-43438971-43440654	0	0	0	0	0	1	0	0
chr10-43684350-43691138	0	0	0	0	1	0	0	0
chr10-43936707-43942037	0	0	0	0	1	0	0	0
chr10-44074954-44075532	0	1	0	0	0	0	0	0
chr10-44089034-44096149	0	1	0	0	0	0	0	0
chr10-44305892-44316721	0	0	0	0	1	0	0	0
chr10-4436671-4443257	0	1	0	0	0	0	0	0
chr10-4486784-4494022	0	0	0	0	1	0	0	0
chr10-46672201-46678848	0	1	0	0	0	0	0	0
chr10-46689618-46691601	1	0	0	0	0	0	0	0
chr10-46818275-46821746	0	1	0	0	0	0	0	0
chr10-50570652-50574469	0	1	0	0	0	0	0	0
chr10-50578069-50579579	0	1	0	0	0	0	0	0
chr10-51292598-51299807	0	1	0	0	0	0	0	0
chr10-51318938-51329540	1	0	0	0	0	0	0	0
chr10-51333804-51340709	0	1	0	0	0	0	0	0
chr10-51365722-51372458	0	1	0	0	0	0	1	0
chr10-51560883-51571086	0	1	0	0	0	0	0	0
chr10-51638532-51642309	0	1	0	0	0	0	1	0
chr10-52279946-52289558	0	0	0	0	1	0	0	0
chr10-52326538-52331637	0	1	0	0	0	0	0	0
chr10-52561670-52572001	0	1	0	0	0	0	1	0
chr10-52681755-52682306	0	1	0	0	0	0	0	0
chr10-53148528-53153317	0	1	0	0	0	0	0	0
chr10-53498774-53502524	0	1	0	0	0	0	0	0
chr10-54664286-54670049	0	1	0	0	0	0	0	0
chr10-54759292-54767251	0	1	0	0	0	0	0	0
chr10-5558780-5562243	0	0	0	0	1	0	0	0
chr10-57111674-57114171	0	2	0	0	0	0	2	0
chr10-57547453-57559704	0	0	0	1	0	0	0	1
chr10-58535104-58537097	0	1	0	0	0	0	0	0
chr10-59560177-59566689	0	0	0	0	1	0	0	0
chr10-59907607-59908719	0	0	0	0	1	0	0	0
chr10-60140330-60154518	0	0	0	0	1	0	0	0
chr10-60161533-60168552	0	1	0	0	0	0	0	0
chr10-60168553-60182235	0	1	0	0	0	0	0	0
chr10-60503261-60521925	0	1	0	0	0	0	0	0
chr10-60814141-60818109	0	0	0	0	1	0	0	0
chr10-61237345-61246629	0	0	0	0	1	0	0	0
chr10-62375156-62377144	0	0	0	0	0	1	0	0
chr10-63418807-63427687	0	1	0	0	0	0	0	0
chr10-66271586-66280773	0	0	0	1	0	0	0	0
chr10-67100189-67105035	0	0	0	0	0	1	0	0
chr10-67105180-67107179	0	0	0	0	0	1	0	0
chr10-67185813-67189056	0	0	0	0	0	1	0	0
chr10-67483657-67484911	0	1	0	0	0	0	1	0
chr10-67645984-67651633	0	0	0	0	1	0	0	0
